player_name,tracker_id,solo_KillDeathRatio,solo_WinRatio,solo_TimeSurvived,solo_RoundsPlayed,solo_Wins,solo_WinTop10Ratio,solo_Top10s,solo_Top10Ratio,solo_Losses,solo_Rating,solo_BestRating,solo_DamagePg,solo_HeadshotKillsPg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_RevivesPg,solo_RoadKillsPg,solo_TeamKillsPg,solo_TimeSurvivedPg,solo_Top10sPg,solo_Kills,solo_Assists,solo_Suicides,solo_TeamKills,solo_HeadshotKills,solo_HeadshotKillRatio,solo_VehicleDestroys,solo_RoadKills,solo_DailyKills,solo_WeeklyKills,solo_RoundMostKills,solo_MaxKillStreaks,solo_WeaponAcquired,solo_Days,solo_LongestTimeSurvived,solo_MostSurvivalTime,solo_AvgSurvivalTime,solo_WinPoints,solo_WalkDistance,solo_RideDistance,solo_MoveDistance,solo_AvgWalkDistance,solo_AvgRideDistance,solo_LongestKill,solo_Heals,solo_Revives,solo_Boosts,solo_DamageDealt,solo_DBNOs,duo_KillDeathRatio,duo_WinRatio,duo_TimeSurvived,duo_RoundsPlayed,duo_Wins,duo_WinTop10Ratio,duo_Top10s,duo_Top10Ratio,duo_Losses,duo_Rating,duo_BestRating,duo_DamagePg,duo_HeadshotKillsPg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_RoadKillsPg,duo_TeamKillsPg,duo_TimeSurvivedPg,duo_Top10sPg,duo_Kills,duo_Assists,duo_Suicides,duo_TeamKills,duo_HeadshotKills,duo_HeadshotKillRatio,duo_VehicleDestroys,duo_RoadKills,duo_DailyKills,duo_WeeklyKills,duo_RoundMostKills,duo_MaxKillStreaks,duo_WeaponAcquired,duo_Days,duo_LongestTimeSurvived,duo_MostSurvivalTime,duo_AvgSurvivalTime,duo_WinPoints,duo_WalkDistance,duo_RideDistance,duo_MoveDistance,duo_AvgWalkDistance,duo_AvgRideDistance,duo_LongestKill,duo_Heals,duo_Revives,duo_Boosts,duo_DamageDealt,duo_DBNOs,squad_KillDeathRatio,squad_WinRatio,squad_TimeSurvived,squad_RoundsPlayed,squad_Wins,squad_WinTop10Ratio,squad_Top10s,squad_Top10Ratio,squad_Losses,squad_Rating,squad_BestRating,squad_DamagePg,squad_HeadshotKillsPg,squad_HealsPg,squad_KillsPg,squad_MoveDistancePg,squad_RevivesPg,squad_RoadKillsPg,squad_TeamKillsPg,squad_TimeSurvivedPg,squad_Top10sPg,squad_Kills,squad_Assists,squad_Suicides,squad_TeamKills,squad_HeadshotKills,squad_HeadshotKillRatio,squad_VehicleDestroys,squad_RoadKills,squad_DailyKills,squad_WeeklyKills,squad_RoundMostKills,squad_MaxKillStreaks,squad_WeaponAcquired,squad_Days,squad_LongestTimeSurvived,squad_MostSurvivalTime,squad_AvgSurvivalTime,squad_WinPoints,squad_WalkDistance,squad_RideDistance,squad_MoveDistance,squad_AvgWalkDistance,squad_AvgRideDistance,squad_LongestKill,squad_Heals,squad_Revives,squad_Boosts,squad_DamageDealt,squad_DBNOs
Curious_ow,131513,8,36.36,16926.01,11,4,0.57,7,63.6,7,1911.58,1898.1,487.82,0.91,1.36,5.09,6890.9,0,0,0,1538.73,0.64,56,1,0,0,10,0.18,0,0,3,12,12,2,0,6,1964.63,1964.63,1538.73,1586,19361.14,56438.81,75799.95,1760.1,5130.8,271.26,15,0,50,5365.97,0,7.09,35.29,22944.88,17,6,0.6,10,58.8,11,2095.7,2108.73,492.99,0.88,3.12,4.59,4959.31,0.18,0,0,1349.7,0.59,78,19,0,0,15,0.19,3,0,0,38,17,2,0,6,2097.56,2097.56,1349.7,1717,28296.93,56011.41,84308.34,1664.53,3294.79,307,53,3,68,8380.8,31,5.52,39.13,217126.59,138,54,0.23,119,86.2,84,3013.02,3011.65,408.45,0.46,3.04,3.36,7307.77,0.36,0.01,0.01,1573.38,0.86,464,199,1,1,63,0.14,15,2,32,32,18,4,0,15,1983.73,1983.73,1466.17,3535,300927.73,707544.23,1008471.96,1764.84,6764.24,440.56,420,50,466,56365.65,344
PanDaTV652714,162887,3.55,5.56,41927.88,54,3,0.19,8,14.8,51,2154.31,2148.04,364.32,0.8,0.72,3.35,2035.04,0,0.02,0.04,776.44,0.15,181,6,2,2,43,0.24,0,1,7,10,16,2,0,22,2190.65,2190.65,632.44,2679,58224.54,51667.41,109891.94,650.62,516.67,410.23,39,0,95,19673.14,0,4.37,11.83,100419.28,93,11,0.44,34,36.6,82,2187.75,2193.64,438.52,0.78,1.45,3.85,3026.6,0.23,0,0.02,1079.78,0.37,358,51,1,2,73,0.2,5,0,53,132,17,4,0,25,1969.55,1969.55,1139.91,4445,133976.91,147496.57,281473.53,1542.28,1733.38,805.02,135,21,194,40782.39,209,3.65,17.34,669639.64,617,107,0.52,316,51.2,510,2976.31,2971.08,386.45,0.54,1.99,3.02,3405.8,0.37,0.01,0.03,1085.32,0.51,1862,632,8,21,336,0.18,29,5,162,169,14,4,0,48,2190.78,2190.78,1010.77,7933,1039095.23,1062285.2,2101380.47,1585.34,1284.74,421.27,1225,229,1351,238440.55,1685
Se7en_700,200738,5.63,16.33,56649.72,49,8,0.47,17,34.7,41,2586.51,2529.46,507.62,1.98,1.1,4.71,2574.32,0,0,0,1156.12,0.35,231,4,0,0,97,0.42,1,0,28,43,20,2,0,15,2174.24,2174.24,1156.12,2125,95443.98,30697.76,126141.8,1947.84,626.48,392.67,54,0,153,24873.46,0,5.64,31.15,76981.04,61,19,0.66,29,47.5,42,2306.57,2259.57,392.22,1.2,1.59,3.89,3825.26,0.18,0.03,0.03,1261.98,0.48,237,51,0,2,73,0.31,2,2,30,32,18,3,0,16,2051.66,2051.66,1261.98,1892,118095.9,115244.7,233340.6,1936,1889.26,396.8,97,11,162,23925.7,112,2.35,16.06,533457.64,411,66,0.12,271,65.9,345,2930.56,2929.95,259.76,0.45,2.4,1.97,4020.07,0.28,0,0.02,1297.95,0.66,810,272,3,7,186,0.23,14,2,54,143,13,4,0,40,2176.72,2176.72,1351.67,3495,774079.48,878171.18,1652250.77,1992.43,1268.85,516.15,987,114,879,106760.71,687
AKfun,196291,1.83,3.85,95015.29,130,5,0.23,13,10,125,2184.91,2211.85,196.16,0.32,1.34,1.76,2184.76,0,0,0,730.89,0.1,229,11,0,0,41,0.18,0,0,2,3,11,2,0,34,2008.06,2008.06,540.41,4013,146445.06,137573.39,284018.43,810.88,712.34,434.05,174,0,136,25501.32,0,2.07,5.84,229039.07,257,15,0.2,66,25.7,242,2157.83,2170.95,246.9,0.44,1.82,1.95,2758.24,0.23,0.02,0.03,891.2,0.26,502,103,1,8,114,0.23,9,4,22,97,12,3,0,43,1994.58,1994.58,843.62,5517,323846.69,385019.98,708866.77,1251.83,1401.94,336.91,467,60,310,63454.51,317,2,9.7,696209.67,639,62,0.23,309,48.4,577,2876.42,2922.21,226.8,0.35,2.32,1.8,3763.62,0.3,0,0.03,1089.53,0.48,1152,343,1,22,225,0.2,21,3,59,175,11,4,0,57,2173.33,2173.33,1122.55,5308,1058115.72,1346839.47,2404955.35,1771.32,2047.53,409.09,1480,194,942,144927.7,974
Romance_,6108,4.16,9.52,26420.49,21,2,0.22,9,42.9,19,1986.09,1943.89,382.89,1.05,1.9,3.76,4641.48,0,0.1,0,1258.12,0.43,79,2,0,0,22,0.28,1,2,1,1,11,2,0,7,2183.06,2183.06,1258.12,1619,33611.74,63859.44,97471.18,1600.56,3040.93,292.78,40,0,86,8040.75,0,3.07,12.12,44700.86,33,4,0.13,16,48.5,29,1913.9,1836.5,326.63,0.39,4.33,2.7,5557.81,0.09,0,0,1354.57,0.48,89,35,0,0,13,0.15,0,0,16,16,8,3,0,9,2027.28,2027.28,1573.99,2640,68799.98,114607.64,183407.57,2256.21,2742.85,344.7,143,3,126,10778.9,46,2.4,21.45,379129.07,289,62,0.26,202,69.9,227,2951.46,2952.44,261.32,0.28,3.1,1.88,5492.49,0.37,0.02,0.01,1311.87,0.7,544,227,0,3,81,0.15,32,7,32,32,13,4,0,35,2190.54,2190.54,1265.3,3778,569566.99,1017763.31,1587330.2,1794,3436.71,385.56,895,106,691,75521,478
Dongwonchamchi,84821,2.66,8.57,41423.49,35,3,0.27,11,31.4,32,2107.18,1989.06,284.64,0.77,1.51,2.43,4635.8,0,0,0.06,1183.53,0.31,85,6,2,2,27,0.32,1,0,3,4,9,4,0,18,2050.7,2050.7,1183.53,1748,73533.46,88719.41,162252.9,2100.96,2534.84,275.94,53,0,81,9962.37,0,2.96,10.71,60862,56,6,0.32,19,33.9,50,2113.44,2117.34,288.18,0.84,2.23,2.64,4473.92,0.18,0,0,1086.82,0.34,148,32,0,0,47,0.32,3,0,7,7,11,3,0,15,2064.26,2064.26,1086.82,1738,99679.16,150860.2,250539.4,1779.98,2693.93,390.86,125,10,120,16138.16,80,2.08,15.12,1228174.96,926,140,0.11,628,67.8,786,2910.87,2934.58,240.91,0.33,2.18,1.77,6129.34,0.3,0.02,0.01,1326.32,0.68,1636,590,2,12,309,0.19,68,14,14,14,13,5,0,48,2201.7,2201.7,786.23,3433,1820130.85,3855641,5675771.85,1134.62,2084.13,481.03,2021,279,2359,223078.06,1385
TheHell,9339,4.35,18.15,347879.18,270,49,0.38,117,43.3,221,2787.66,2859.93,403.4,0.98,1.98,3.56,6268.49,0,0.07,0.01,1288.44,0.43,961,54,2,2,264,0.27,36,18,76,76,18,3,0,36,2186.12,2186.12,1128.54,3460,386177.84,1306314.44,1692491.98,1404.24,3552.06,460.84,535,0,1094,108917.23,0,4.77,24.28,310574.15,243,59,0.25,120,49.4,184,2607.04,2620.54,429.28,0.93,2.51,3.61,6339.56,0.29,0.09,0.02,1278.08,0.49,877,205,3,4,225,0.26,35,21,46,46,16,4,0,32,2191.3,2191.3,803.69,3141,408606.15,1131907,1540512.85,956.19,2338.65,355.85,610,71,927,104314.82,499,4.66,30.04,369818.5,273,82,0.57,176,64.5,191,2928.82,2937.68,395.96,0.79,3.66,3.26,6616.44,0.3,0.04,0.01,1354.65,0.64,890,326,2,4,215,0.24,26,11,76,76,16,4,0,37,2184.22,2184.22,1490.96,5380,553913.5,1252375.76,1806289.46,2207.47,5409.76,578.69,1000,82,934,108097.31,743
BDBDBB,150672,10.75,50,10909.85,8,4,0.8,5,62.5,4,1793.21,1816.26,494.12,2.12,2.38,5.38,4676.02,0,0,0,1363.73,0.62,43,0,0,0,17,0.4,0,0,0,0,13,2,0,6,1964.71,1964.71,1363.73,1498,14331.88,23076.25,37408.13,1791.49,2884.53,392.33,19,0,25,3952.99,0,2.5,5.56,117261.6,108,6,0.18,34,31.5,102,2224.73,2267.41,318.73,0.5,1.64,2.36,4654.48,0.17,0.05,0.02,1085.76,0.31,255,41,1,2,54,0.21,6,5,8,8,13,4,0,19,1993.04,1993.04,1085.76,1844,169026,333658.3,502684.3,1565.06,3089.43,393.82,177,18,171,34422.86,181,2.12,10.49,665897.1,553,58,0.19,306,55.3,495,2919.74,2925.13,254.41,0.29,1.81,1.89,5043.34,0.42,0.01,0.01,1204.15,0.55,1047,326,0,3,160,0.15,19,4,18,18,11,4,0,41,2189.98,2189.98,1204.15,2432,979454.3,1809510,2788965,1771.16,3272.17,1630.95,1002,230,812,140689,914
ChangJin,7997,3.67,25,9031.35,8,2,0.67,3,37.5,6,1501.2,1445.82,282.04,1.38,0.62,2.75,4253.9,0,0.25,0,1128.92,0.38,22,0,0,0,11,0.5,0,2,3,15,12,2,0,6,1930.09,1930.09,1128.92,1262,9072.13,24959.11,34031.24,1134.02,3119.89,250.52,5,0,14,2256.29,0,3.08,7.69,42240.04,39,3,0.21,14,35.9,36,1814.08,1801.9,332.23,0.54,2.08,2.85,3490.84,0.41,0.03,0,1083.08,0.36,111,16,0,0,21,0.19,3,1,3,3,13,4,0,14,1963.58,1963.58,1083.08,1480,71863.34,64279.33,136142.7,1842.65,1648.19,267.35,81,16,79,12957.16,66,3.1,21.58,1004748.13,709,153,0.69,537,75.7,556,2920.46,2958.65,337.59,0.34,2.29,2.43,6310.28,0.37,0.06,0.02,1417.13,0.76,1725,608,5,13,244,0.14,50,41,10,66,18,4,0,47,2191.98,2191.98,1217.24,4757,1305510.23,3168475.69,4473985.92,1663.27,3470.72,453.74,1624,260,1799,239352.05,1565
CraXlayer,72040,2.1,7.69,57939.1,52,4,0.07,16,30.8,48,2264.23,2277.54,223.8,0.21,1.6,1.94,4153.36,0,0.02,0.04,1114.21,0.31,101,8,2,2,11,0.11,4,1,8,8,9,2,0,24,1961,1961,1155.95,4972,61960.13,154014.38,215974.52,1209.98,3582.72,300.23,83,0,114,11637.86,0,1.63,6.6,109911.46,106,7,0.07,35,33,99,2276.84,2262.8,176.35,0.14,1.27,1.52,3544.29,0.12,0.06,0,1036.9,0.33,161,38,0,0,15,0.09,3,6,12,17,9,2,0,29,2089.55,2089.55,654.32,3908,142116.85,233577.64,375694.48,924.35,1337.6,308.56,135,13,197,18693.59,90,1.48,13.19,919291.49,781,103,0.24,437,56,678,2974.68,2977.69,164.78,0.15,2.1,1.29,4248.34,0.32,0.01,0.01,1177.07,0.56,1004,424,0,8,120,0.12,43,9,26,30,12,4,0,55,2190.53,2190.53,1159.33,5923,1255304.75,2062650.54,3317955.29,1404.72,1858.85,451.42,1640,248,1485,128693.05,770
COSAB-,152251,4.23,16.67,46089.8,36,6,0.38,16,44.4,30,2489.69,2481.91,413.29,0.97,2.42,3.53,5029.3,0,0.11,0,1280.27,0.44,127,4,0,0,35,0.28,1,4,3,3,15,9,0,8,2027.58,2027.58,1280.27,2051,73537.67,107517.3,181054.9,2042.71,2986.59,350.05,87,0,101,14878.41,0,3,12.5,17027.48,16,2,0.25,8,50,14,2086.17,1918.61,306.7,0.38,2.44,2.62,4459.35,0.19,0,0,1064.22,0.5,42,9,0,0,6,0.14,1,0,5,5,9,2,0,5,2089.55,2089.55,1064.22,1716,21571.41,49778.13,71349.53,1348.21,3111.13,293.73,39,3,30,4907.27,22,2.16,21.69,260629.94,189,41,0.35,137,72.5,148,2978.93,2982.25,252.44,0.38,2.37,1.69,6076.42,0.25,0,0.01,1378.99,0.72,320,127,1,2,72,0.22,15,0,14,14,10,4,0,18,2190.53,2190.53,1259.42,3707,368873.26,779570.93,1148444.29,1968.89,3261.29,295.09,448,47,459,47711.47,306
HyukOh,8993,2.23,3.76,99599.86,133,5,0.28,18,13.5,128,2496.84,2532.38,243.2,0.42,1.74,2.14,2225.71,0,0.02,0,748.87,0.14,285,11,0,0,56,0.2,5,3,16,16,15,3,0,32,1970.01,1970.01,748.87,2032,141046.7,154973.1,296019.8,1060.5,1165.21,319.17,232,0,186,32346.25,0,3.52,23.85,175037.3,130,31,0.47,66,50.8,99,2667.22,2663.82,331.96,0.35,2.52,2.68,5595.45,0.23,0.02,0,1346.44,0.51,348,92,0,0,46,0.13,6,3,12,12,10,3,0,27,2181.63,2181.63,1346.44,2226,241005.6,486402.5,727408.1,1853.89,3741.56,432.64,327,30,394,43155.03,203,2.65,22.28,564839.9,404,90,0.31,288,71.3,314,2915.77,2923.77,262.22,0.36,2.54,2.06,5710.21,0.37,0.01,0.01,1398.12,0.71,832,324,2,3,144,0.17,41,4,6,20,11,6,0,38,2180.34,2180.34,1398.12,2431,744048.6,1562874,2306923,1841.7,3868.5,609.85,1027,151,876,105937.5,645
Yaku1018,142407,3.56,13.33,53999.59,60,8,0.75,15,25,52,2428.13,2465.88,340.98,0.8,1.17,3.08,6668.14,0,0.03,0.02,899.99,0.25,185,8,1,1,48,0.26,4,2,13,30,14,3,0,27,1894.63,1894.63,1385.57,3119,166003.39,234085.32,400088.61,3347.25,1984.23,339.55,70,0,115,20458.8,0,3.93,16.67,20368.94,18,3,0.38,8,44.4,15,1865.42,1712.22,446.85,0.94,3.44,3.28,3451.51,0.17,0,0,1131.61,0.44,59,14,0,0,17,0.29,1,0,12,12,11,2,0,7,1856.2,1856.2,1131.61,1528,34932.52,27194.6,62127.12,1940.7,1510.81,272.89,62,3,41,8043.28,38,2.52,17.71,717424.06,542,96,0.14,355,65.5,446,2919.71,2932.2,304.93,0.38,2.64,2.08,4492.72,0.37,0.01,0.01,1323.66,0.65,1126,537,0,6,205,0.18,18,5,41,41,16,4,0,46,2190,2190,1239.5,3608,990650.76,1444401.26,2435052.72,1540.35,2317.65,441.79,1432,201,1092,165273.43,1031
BanMyo,10410,5.5,25,9218.53,8,2,0.5,4,50,6,1551.55,1437.17,429,1.25,0.88,4.12,2916.8,0,0,0,1152.32,0.5,33,0,0,0,10,0.3,1,0,13,13,15,2,0,4,1887.48,1887.48,1152.32,1292,11849.92,11484.44,23334.37,1481.24,1435.56,397.3,7,0,26,3432.02,0,9,40,6432.31,5,2,0.67,3,60,3,1456.61,1425.29,681.46,2.6,1,5.4,5678.91,0,0.2,0,1286.46,0.6,27,7,0,0,13,0.48,1,1,5,5,11,7,0,4,2191.22,2191.22,1286.46,1203,8190.24,20204.29,28394.53,1638.05,4040.86,240.63,5,0,7,3407.29,17,2.96,26.87,1058596.8,737,198,0.18,548,74.4,539,2918.36,2942.74,284.41,0.37,2.4,2.16,6574.94,0.29,0.04,0.01,1436.36,0.74,1594,701,0,5,273,0.17,60,28,9,53,12,4,0,45,2197.28,2197.28,915.26,3486,1466233.63,3379497.41,4845731.04,1103.3,3329.43,633.82,1772,212,1518,209611.93,1351
GODUNGA,7363,3.28,14.29,27445.21,21,3,0.6,5,23.8,18,1914.26,1898.41,329.73,0.67,0.76,2.81,3702.64,0,0,0,1306.91,0.24,59,3,0,0,14,0.24,0,0,1,4,11,2,0,14,2184.53,2184.53,1306.92,1587,36167.81,41587.6,77755.41,1722.28,1980.36,259.34,16,0,68,6924.42,0,2.37,8,123964.9,100,8,0.17,47,47,92,2305.85,2317.14,287.75,0.34,1.48,2.18,3958.97,0.16,0.01,0,1239.65,0.47,218,53,0,0,34,0.16,1,1,5,18,10,3,0,30,2170.77,2170.77,1239.65,1913,175985.5,219911.4,395896.9,1759.85,2199.11,351.72,148,16,314,28775.27,107,2.38,12.46,374482.18,289,36,0.11,168,58.1,253,2933.75,2943.06,291.99,0.24,1.91,2.08,4352.76,0.25,0.01,0,1295.79,0.58,602,242,1,1,69,0.11,21,3,6,6,12,4,0,42,2184.76,2184.76,1339.63,3437,565521.93,692426.24,1257948.38,2252.15,2129.32,442.08,551,73,780,84385.35,510
Pull7,4096,2.32,9.68,26972.71,31,3,0.6,5,16.1,28,1701.59,1700.24,253.69,0.32,0.97,2.1,2775.74,0,0,0,870.09,0.16,65,3,0,0,10,0.15,0,0,7,7,11,2,0,7,1978.31,1978.31,870.09,1390,39521.02,46527,86048.02,1274.87,1500.87,366.31,30,0,42,7864.52,0,2.37,8.82,62523.92,68,6,0.29,21,30.9,62,2041.07,2037.91,261.26,0.31,1.04,2.16,3446.9,0.18,0.01,0.01,919.47,0.31,147,33,0,1,21,0.14,1,1,8,17,11,2,0,11,1967,1967,919.47,1669,94713.01,139676.2,234389.2,1392.84,2054.06,389.11,71,12,92,17765.34,82,2.8,22.9,814003.2,572,131,0.3,436,76.2,441,2973.92,2970.39,287.93,0.39,1.96,2.16,6343.76,0.29,0.02,0.01,1423.08,0.76,1236,449,2,3,224,0.18,46,13,12,145,11,4,0,44,2175.68,2175.68,1423.08,2485,1119581,2509051,3628632,1957.31,4386.45,526.56,1120,166,1261,164695.9,1047
juankorea,7520,2.45,13.87,391307.6,310,43,0.39,110,35.5,267,2717.09,2711.9,252.84,0.49,2.64,2.11,6438.51,0,0.07,0.01,1262.28,0.35,655,51,4,4,151,0.23,4,22,7,7,12,3,0,36,2181.39,2181.39,1262.28,2248,475129,1520809,1995938,1532.67,4905.83,367.18,818,0,670,78381.19,0,3.97,30.61,67644.45,49,15,0.48,31,63.3,34,2432.43,2430.26,337.52,0.53,2.94,2.76,5981.27,0.22,0.02,0,1380.5,0.63,135,50,0,0,26,0.19,1,1,17,17,10,4,0,9,1969.52,1969.52,1380.5,2025,111561.3,181521,293082.3,2276.76,3704.51,507.47,144,11,132,16538.49,69,3.66,41.59,322457.5,214,89,0.51,173,80.8,125,2928.52,2926.41,251.98,0.48,3.5,2.14,6924.16,0.17,0.02,0.01,1506.81,0.81,458,218,1,2,102,0.22,4,5,4,4,10,3,0,18,2176.05,2176.05,1506.81,2454,498822.9,982947.4,1481770,2330.95,4593.21,473.14,749,36,531,53923.16,337
JooHeon,11600,3.26,10.26,37960.75,39,4,0.5,8,20.5,35,2232.88,2261.52,334.28,0.72,1.08,2.92,2773.02,0,0.03,0,973.35,0.21,114,2,0,0,28,0.25,3,1,0,0,10,2,0,17,2029.91,2029.91,973.35,1841,61678.04,46469.73,108147.8,1581.49,1191.53,298.42,42,0,114,13036.86,0,3.44,13.51,43133.27,37,5,0.31,16,43.2,32,1981.76,1999.13,368.38,0.57,2.81,2.97,3723.02,0.35,0,0,1165.76,0.43,110,14,0,0,21,0.19,4,0,2,13,12,3,0,13,2027.02,2027.02,1165.76,1632,64762.96,72988.92,137751.9,1750.35,1972.67,243.18,104,13,128,13629.95,64,2.44,15.84,666272.6,505,80,0.24,331,65.5,425,2918.81,2916.54,275.55,0.31,2.38,2.05,4622.86,0.34,0.02,0.02,1319.35,0.66,1035,345,3,10,157,0.15,33,12,4,4,12,4,0,44,2124.49,2124.49,1319.35,2431,953904.3,1380638,2334542,1888.92,2733.94,345.62,1204,170,1578,139151.1,836
JAKIM,8195,3.49,13.56,58029.96,59,8,0.69,19,32.2,51,2495.95,2515.3,337.31,0.8,1.39,3.02,3117.79,0,0.03,0,983.56,0.32,178,9,0,0,47,0.26,1,2,0,0,14,2,0,25,2078.98,2078.98,902.15,3162,82604.2,101345.53,183949.74,1327.02,1428.3,362.21,82,0,144,19901.57,0,2.37,11.82,118035.58,110,13,0.15,42,38.2,97,2248.22,2280.41,259.84,0.36,2.06,2.09,4098.04,0.22,0.02,0.03,1073.05,0.38,230,73,1,3,40,0.17,1,2,14,14,12,2,0,24,1981.86,1981.86,1252.9,2874,152130,298654.82,450784.82,1484.81,3333.31,279.03,227,24,229,28582.57,132,2.19,26.79,322216.79,224,60,0.12,164,73.2,164,2909.04,2912.95,232.38,0.28,2.23,1.6,5775.9,0.41,0,0,1438.47,0.73,359,213,1,1,62,0.17,7,0,11,53,12,3,0,28,2193.35,2193.35,1130.92,4472,388815.97,904986.46,1293802.33,1613.96,2624.76,360.6,499,92,471,52053.96,337
Nicknameilanda,21602,2.01,11.86,499046.67,354,42,0.17,169,47.7,312,2942.77,2942.26,205.95,0.29,1.36,1.77,5444.71,0,0.03,0.01,1409.74,0.48,627,40,2,2,103,0.16,5,12,21,21,8,3,0,57,2178.32,2178.32,1479,5232,566218.24,1361207.66,1927425.88,2118.57,2299.51,335.73,480,0,867,72905.27,0,1.44,5.64,206576.15,195,11,0.25,65,33.3,184,2523.72,2544.44,166.57,0.19,1.83,1.36,3730.67,0.19,0.03,0.01,1059.36,0.33,265,54,1,2,37,0.14,1,5,10,10,8,5,0,28,2178.94,2178.94,1046.79,3271,286274.26,441205.66,727479.92,1435.29,1920.29,618.01,356,37,270,32482.01,140,3.14,12.5,32478.85,24,3,0.09,16,66.7,21,2132.33,2066.56,317.51,0.21,2.17,2.75,4831.59,0.21,0.04,0,1353.29,0.67,66,10,0,0,5,0.08,1,1,25,25,9,3,0,12,2006.11,2006.11,1227.27,2753,45040.46,70917.69,115958.18,1317.5,1541.69,341.86,52,5,67,7620.22,56
Cookiedoodle,12066,3.12,10.53,24353.48,19,2,0.14,7,36.8,17,1880.74,1861.24,319.89,0.89,1.47,2.79,5215.45,0,0.05,0,1281.76,0.37,53,2,0,0,17,0.32,1,1,3,10,7,2,0,8,1922.15,1922.15,1055.15,2530,29806.25,69287.3,99093.54,937.77,1924.65,325.76,28,0,84,6077.97,0,2.39,11.43,35065.82,35,4,0.22,10,28.6,31,1750.25,1806.74,265.05,0.74,1.49,2.11,4083.46,0.17,0.03,0.03,1001.88,0.29,74,23,1,1,26,0.35,0,1,13,29,8,3,0,10,1950.4,1950.4,1425.33,2503,44299.48,98621.6,142921.04,1853.74,3824.14,247.82,52,6,81,9276.92,40,2.43,35.17,664705.83,435,153,0.37,366,84.1,282,2954.06,2951.36,245.8,0.29,2.27,1.57,7135.74,0.22,0.01,0.01,1528.06,0.84,685,481,1,3,126,0.18,49,3,41,41,8,5,0,39,2068.81,2068.81,1582.32,5018,814256.7,2289789.49,3104046.59,2213.1,4659.83,545.65,989,97,1190,106925.11,586
Xerape,13518,1.5,9.09,10574.43,11,1,0.25,2,18.2,10,1407.01,1427.18,154.26,0.64,0.45,1.36,4058.92,0,0.09,0,961.31,0.18,15,1,0,0,7,0.47,0,1,0,0,6,2,0,5,1809.18,1809.18,925.39,2152,12826.59,31821.55,44648.13,641.33,1591.08,207.71,5,0,13,1696.91,0,4.86,19.44,52043.68,36,7,0.33,21,58.3,29,2324.32,2331.55,458.96,0.69,2.06,3.92,5586.82,0.14,0,0.03,1445.66,0.58,141,25,0,1,25,0.18,1,0,37,37,15,3,0,4,1967,1967,1445.66,1921,83277.39,117848.2,201125.5,2313.26,3273.56,501.12,74,5,86,16522.59,71,1.97,17.3,436414.2,318,55,0.23,235,73.9,263,2885.46,2909.66,241.72,0.25,2.26,1.63,5817.63,0.28,0.01,0,1372.37,0.74,518,243,0,1,80,0.15,16,3,5,9,11,4,0,36,2192.87,2192.87,1372.37,2419,654059.1,1195947,1850006,2056.79,3760.84,505.8,718,90,602,76867.33,458
BLUE-O-,91273,2.83,13.46,156083,104,14,0.26,54,51.9,90,2713.71,2749.67,283.98,0.42,1.86,2.45,8274.13,0,0.09,0.04,1500.8,0.52,255,16,4,4,44,0.17,4,9,2,2,8,3,0,12,2183.19,2183.19,1500.8,2264,142516.1,717993.1,860509.3,1370.35,6903.78,363.59,193,0,251,29533.68,0,3.98,24.07,81778.57,54,13,0.2,33,61.1,41,2485.5,2468.02,389.67,0.31,2.5,3.02,6477.88,0.19,0.02,0.02,1514.42,0.61,163,46,0,1,17,0.1,3,1,17,61,12,3,0,11,1986.52,1986.52,1445.25,3063,101140.34,248665.1,349805.41,1671.91,4384.34,472.5,135,10,140,21042.4,91,3.09,22.67,229451.63,150,34,0.14,123,82,116,2993.2,2996.53,348.22,0.35,2.73,2.39,7164.96,0.27,0.04,0.03,1529.68,0.82,358,155,1,4,53,0.15,8,6,17,17,11,3,0,13,2179.54,2179.54,1494.45,3523,300109.45,774634.47,1074743.52,1499.99,4654.46,351.47,409,41,304,52232.29,325
KeiHelp,12845,10,66.67,4884.81,3,2,1,2,66.7,1,1448.89,1334.22,370.76,1.33,0.67,3.33,7369.82,0,0,0,1628.27,0.67,10,0,0,0,4,0.4,1,0,9,9,5,1,0,2,1854.45,1854.45,1628.27,1216,5156.81,16952.66,22109.46,1718.94,5650.89,158.63,2,0,10,1112.29,0,2.96,14.81,35529.16,27,4,0.27,15,55.6,23,2199.43,2216.27,324.18,0.37,2.37,2.52,5190.55,0.11,0,0.07,1315.89,0.56,68,12,1,2,10,0.15,1,0,5,25,9,2,0,11,1969.83,1969.83,1315.9,1830,43089.54,97055.3,140144.8,1595.91,3594.64,231.81,64,3,78,8752.89,39,2.5,26.39,587554.8,413,109,0.34,319,77.2,304,2978.59,2976.8,261.62,0.29,2.68,1.84,6424.52,0.27,0.02,0,1422.65,0.77,759,383,0,2,118,0.16,36,9,10,10,9,4,0,43,2186.24,2186.24,1422.65,2491,702519.8,1950806,2653326,1701.02,4723.5,561.76,1108,112,1009,108047.3,608
